Driver,Team,Grid,Finishpos,FastestLap,AverageTime,pitstops
ALO,Aston Martin,3.0,7.0,0 days 00:01:37.810000,0 days 00:01:40.829804878,3
PIA,McLaren,5.0,8.0,0 days 00:01:39.739000,0 days 00:01:41.720488372,2
HAM,Mercedes,18.0,9.0,0 days 00:01:40.835000,0 days 00:01:41.888238095,2
HUL,Haas F1 Team,9.0,10.0,0 days 00:01:40.815000,0 days 00:01:41.974883720,2
OCO,Alpine,13.0,11.0,0 days 00:01:40.937000,0 days 00:01:41.940357142,2
ALB,Williams,14.0,12.0,0 days 00:01:40.790000,0 days 00:01:42.153714285,2
GAS,Alpine,15.0,13.0,0 days 00:01:39.198000,0 days 00:01:41.526425,3
ZHO,Kick Sauber,16.0,14.0,0 days 00:01:38.633000,0 days 00:01:41.776600,3
STR,Aston Martin,11.0,15.0,0 days 00:01:39.444000,0 days 00:01:41.583395348,4
MAG,Haas F1 Team,17.0,16.0,0 days 00:01:41.077000,0 days 00:01:42.578738095,2
SAR,Williams,20.0,17.0,0 days 00:01:41,0 days 00:01:42.640976190,2
RIC,RB,12.0,18.0,0 days 00:01:40.994000,0 days 00:01:43.158736842,1
TSU,RB,19.0,19.0,0 days 00:01:41.593000,0 days 00:01:43.222777777,2
BOT,Kick Sauber,10.0,20.0,0 days 00:01:41.276000,0 days 00:01:43.194666666,1
NOR,McLaren,5.0,1.0,0 days 00:01:30.980000,0 days 00:01:32.128117647,1
VER,Red Bull Racing,1.0,2.0,0 days 00:01:31.261000,0 days 00:01:32.240760,1
LEC,Ferrari,2.0,3.0,0 days 00:01:31.084000,0 days 00:01:32.315244897,1
PER,Red Bull Racing,4.0,4.0,0 days 00:01:30.855000,0 days 00:01:32.429958333,2
SAI,Ferrari,3.0,5.0,0 days 00:01:30.928000,0 days 00:01:32.517156862,1
HAM,Mercedes,8.0,6.0,0 days 00:01:31.233000,0 days 00:01:32.744395833,1
TSU,RB,10.0,7.0,0 days 00:01:31.682000,0 days 00:01:33.072540,1
RUS,Mercedes,7.0,8.0,0 days 00:01:31.921000,0 days 00:01:33.214673469,1
ALO,Aston Martin,15.0,9.0,0 days 00:01:31.727000,0 days 00:01:33.371183673,1
OCO,Alpine,13.0,10.0,0 days 00:01:32.037000,0 days 00:01:33.339408163,1
HUL,Haas F1 Team,9.0,11.0,0 days 00:01:31.941000,0 days 00:01:33.239659574,2
GAS,Alpine,12.0,12.0,0 days 00:01:32.055000,0 days 00:01:33.328106382,1
PIA,McLaren,6.0,13.0,0 days 00:01:30.634000,0 days 00:01:32.562770833,2
ZHO,Kick Sauber,19.0,14.0,0 days 00:01:31.991000,0 days 00:01:33.605775510,1
RIC,RB,20.0,15.0,0 days 00:01:32.122000,0 days 00:01:33.676836734,1
BOT,Kick Sauber,16.0,16.0,0 days 00:01:32.098000,0 days 00:01:33.534354166,2
STR,Aston Martin,11.0,17.0,0 days 00:01:31.588000,0 days 00:01:33.254893617,2
ALB,Williams,14.0,18.0,0 days 00:01:30.849000,0 days 00:01:33.438688888,2
MAG,Haas F1 Team,18.0,19.0,0 days 00:01:31.774000,0 days 00:01:33.393265306,3
SAR,Williams,17.0,20.0,0 days 00:01:33.452000,0 days 00:01:34.449166666,1
VER,Red Bull Racing,1.0,1.0,0 days 00:01:20.366000,0 days 00:01:20.908819672,1
NOR,McLaren,2.0,2.0,0 days 00:01:19.994000,0 days 00:01:20.904540983,1
LEC,Ferrari,3.0,3.0,0 days 00:01:19.935000,0 days 00:01:21.018672131,1
PIA,McLaren,5.0,4.0,0 days 00:01:19.907000,0 days 00:01:21.069566666,1
SAI,Ferrari,4.0,5.0,0 days 00:01:20.220000,0 days 00:01:21.263918032,1
HAM,Mercedes,8.0,6.0,0 days 00:01:20.331000,0 days 00:01:21.309796610,1
RUS,Mercedes,6.0,7.0,0 days 00:01:18.589000,0 days 00:01:21.120741379,2
PER,Red Bull Racing,11.0,8.0,0 days 00:01:19.686000,0 days 00:01:21.577677966,1
STR,Aston Martin,13.0,9.0,0 days 00:01:20.570000,0 days 00:01:22.060100,1
TSU,RB,7.0,10.0,0 days 00:01:20.936000,0 days 00:01:22.448983050,1
HUL,Haas F1 Team,10.0,11.0,0 days 00:01:21.700000,0 days 00:01:22.640466666,1
MAG,Haas F1 Team,18.0,12.0,0 days 00:01:21.009000,0 days 00:01:22.476694915,1
RIC,RB,9.0,13.0,0 days 00:01:21.569000,0 days 00:01:22.646400,1
OCO,Alpine,12.0,14.0,0 days 00:01:21.304000,0 days 00:01:22.810237288,1
ZHO,Kick Sauber,17.0,15.0,0 days 00:01:21.016000,0 days 00:01:22.759423728,1
GAS,Alpine,15.0,16.0,0 days 00:01:21.371000,0 days 00:01:22.511431034,2
SAR,Williams,19.0,17.0,0 days 00:01:21.229000,0 days 00:01:22.827118644,1
BOT,Kick Sauber,16.0,18.0,0 days 00:01:21.455000,0 days 00:01:22.986796610,1
ALO,Aston Martin,20.0,19.0,0 days 00:01:19.004000,0 days 00:01:22.289200,3
ALB,Williams,14.0,20.0,0 days 00:01:21.274000,0 days 00:01:22.184279069,4
LEC,Ferrari,1.0,1.0,0 days 00:01:15.162000,0 days 00:01:18.049220588,1
PIA,McLaren,2.0,2.0,0 days 00:01:16.281000,0 days 00:01:18.336287671,1
SAI,Ferrari,3.0,3.0,0 days 00:01:14.726000,0 days 00:01:17.946661290,1
NOR,McLaren,4.0,4.0,0 days 00:01:15.742000,0 days 00:01:18.284444444,1
RUS,Mercedes,5.0,5.0,0 days 00:01:15.228000,0 days 00:01:17.995538461,1
VER,Red Bull Racing,6.0,6.0,0 days 00:01:14.569000,0 days 00:01:17.393625,2
HAM,Mercedes,7.0,7.0,0 days 00:01:14.165000,0 days 00:01:17.018860,2
TSU,RB,8.0,8.0,0 days 00:01:14.720000,0 days 00:01:18.203172413,1
ALB,Williams,9.0,9.0,0 days 00:01:17.060000,0 days 00:01:19.824594202,1
GAS,Alpine,10.0,10.0,0 days 00:01:15.625000,0 days 00:01:19.401176470,1
ALO,Aston Martin,14.0,11.0,0 days 00:01:17.939000,0 days 00:01:20.310114285,1
RIC,RB,12.0,12.0,0 days 00:01:17.172000,0 days 00:01:20.175865671,1
BOT,Kick Sauber,17.0,13.0,0 days 00:01:16.561000,0 days 00:01:19.766693548,2
STR,Aston Martin,13.0,14.0,0 days 00:01:16.710000,0 days 00:01:19.522437500,3
SAR,Williams,15.0,15.0,0 days 00:01:15.525000,0 days 00:01:18.724571428,2
ZHO,Kick Sauber,18.0,16.0,0 days 00:01:14.718000,0 days 00:01:18.237384615,2
OCO,Alpine,11.0,17.0,,,0
PER,Red Bull Racing,16.0,18.0,,,0
HUL,Haas F1 Team,19.0,19.0,,,0
MAG,Haas F1 Team,20.0,20.0,,,0
VER,Red Bull Racing,2.0,1.0,0 days 00:01:15.569000,0 days 00:01:17.057888888,2
NOR,McLaren,3.0,2.0,0 days 00:01:15.558000,0 days 00:01:17.140588235,2
RUS,Mercedes,1.0,3.0,0 days 00:01:14.895000,0 days 00:01:17.009687500,3
HAM,Mercedes,7.0,4.0,0 days 00:01:14.856000,0 days 00:01:16.801000,3
PIA,McLaren,4.0,5.0,0 days 00:01:16.247000,0 days 00:01:17.767666666,2
ALO,Aston Martin,6.0,6.0,0 days 00:01:16.303000,0 days 00:01:17.874666666,2
STR,Aston Martin,9.0,7.0,0 days 00:01:16.762000,0 days 00:01:18.503875,2
RIC,RB,5.0,8.0,0 days 00:01:17.076000,0 days 00:01:18.555187500,2
GAS,Alpine,15.0,9.0,0 days 00:01:17.013000,0 days 00:01:18.935666666,2
OCO,Alpine,18.0,10.0,0 days 00:01:17.012000,0 days 00:01:19.041705882,1
HUL,Haas F1 Team,17.0,11.0,0 days 00:01:16.683000,0 days 00:01:19.074388888,3
MAG,Haas F1 Team,14.0,12.0,0 days 00:01:16.499000,0 days 00:01:18.353214285,4
BOT,Kick Sauber,19.0,13.0,0 days 00:01:17.250000,0 days 00:01:19.676000,1
TSU,RB,8.0,14.0,0 days 00:01:17.309000,0 days 00:01:19.383375,1
ZHO,Kick Sauber,20.0,15.0,0 days 00:01:17.325000,0 days 00:01:19.376153846,3
SAI,Ferrari,12.0,16.0,0 days 00:01:18.957000,0 days 00:01:20.952000,2
ALB,Williams,10.0,17.0,0 days 00:01:19.359000,0 days 00:01:21.555285714,2
PER,Red Bull Racing,16.0,18.0,0 days 00:01:18.819000,0 days 00:01:20.927000,2
LEC,Ferrari,11.0,19.0,0 days 00:01:26.012000,0 days 00:01:28.167100,3
SAR,Williams,13.0,20.0,0 days 00:01:26.484000,0 days 00:01:29.094357142,0
VER,Red Bull Racing,2.0,1.0,0 days 00:01:17.776000,0 days 00:01:19.632483870,2
NOR,McLaren,1.0,2.0,0 days 00:01:17.115000,0 days 00:01:19.598737704,2
HAM,Mercedes,3.0,3.0,0 days 00:01:17.809000,0 days 00:01:19.835000,2
RUS,Mercedes,4.0,4.0,0 days 00:01:18.290000,0 days 00:01:19.890645161,2
LEC,Ferrari,5.0,5.0,0 days 00:01:17.897000,0 days 00:01:19.876016393,2
SAI,Ferrari,6.0,6.0,0 days 00:01:18.539000,0 days 00:01:20.049790322,2
PIA,McLaren,9.0,7.0,0 days 00:01:17.874000,0 days 00:01:19.981163934,2
PER,Red Bull Racing,11.0,8.0,0 days 00:01:17.785000,0 days 00:01:20.124683333,3
GAS,Alpine,7.0,9.0,0 days 00:01:19.045000,0 days 00:01:20.399327868,2
OCO,Alpine,8.0,10.0,0 days 00:01:18.982000,0 days 00:01:20.596606557,2
HUL,Haas F1 Team,13.0,11.0,0 days 00:01:18.609000,0 days 00:01:20.567278688,2
ALO,Aston Martin,10.0,12.0,0 days 00:01:18.334000,0 days 00:01:20.902783333,2
ZHO,Kick Sauber,15.0,13.0,0 days 00:01:18.771000,0 days 00:01:20.881733333,2
STR,Aston Martin,14.0,14.0,0 days 00:01:19.318000,0 days 00:01:21.061600,2
RIC,RB,18.0,15.0,0 days 00:01:19.450000,0 days 00:01:21.391606557,2
BOT,Kick Sauber,12.0,16.0,0 days 00:01:19.608000,0 days 00:01:21.563116666,2
MAG,Haas F1 Team,16.0,17.0,0 days 00:01:19.805000,0 days 00:01:21.480000,2
ALB,Williams,20.0,18.0,0 days 00:01:19.132000,0 days 00:01:21.431322033,2
TSU,RB,17.0,19.0,0 days 00:01:19.447000,0 days 00:01:21.312862068,3
SAR,Williams,19.0,20.0,0 days 00:01:20.172000,0 days 00:01:22.053694915,2
RUS,Mercedes,3.0,1.0,0 days 00:01:09.164000,0 days 00:01:10.427507692,2
PIA,McLaren,7.0,2.0,0 days 00:01:08.697000,0 days 00:01:10.462215384,2
SAI,Ferrari,4.0,3.0,0 days 00:01:09.282000,0 days 00:01:10.487384615,2
HAM,Mercedes,5.0,4.0,0 days 00:01:09.562000,0 days 00:01:10.697625,2
VER,Red Bull Racing,1.0,5.0,0 days 00:01:07.719000,0 days 00:01:10.111156250,3
HUL,Haas F1 Team,9.0,6.0,0 days 00:01:10.215000,0 days 00:01:11.241939393,2
PER,Red Bull Racing,8.0,7.0,0 days 00:01:09.694000,0 days 00:01:11.056781250,2
MAG,Haas F1 Team,12.0,8.0,0 days 00:01:10.125000,0 days 00:01:11.274553846,2
RIC,RB,11.0,9.0,0 days 00:01:10.426000,0 days 00:01:11.379880597,2
GAS,Alpine,13.0,10.0,0 days 00:01:09.609000,0 days 00:01:11.270615384,2
LEC,Ferrari,6.0,11.0,0 days 00:01:09.584000,0 days 00:01:10.620269841,4
OCO,Alpine,10.0,12.0,0 days 00:01:09.649000,0 days 00:01:11.364646153,2
STR,Aston Martin,17.0,13.0,0 days 00:01:10.143000,0 days 00:01:11.575476923,2
TSU,RB,14.0,14.0,0 days 00:01:10.318000,0 days 00:01:11.574046153,2
ALB,Williams,16.0,15.0,0 days 00:01:10.364000,0 days 00:01:11.555892307,2
BOT,Kick Sauber,18.0,16.0,0 days 00:01:10.449000,0 days 00:01:11.686230769,2
ZHO,Kick Sauber,20.0,17.0,0 days 00:01:10.470000,0 days 00:01:11.887467741,2
ALO,Aston Martin,15.0,18.0,0 days 00:01:07.694000,0 days 00:01:11.401017543,3
SAR,Williams,19.0,19.0,0 days 00:01:10.406000,0 days 00:01:12.037629032,3
NOR,McLaren,2.0,20.0,0 days 00:01:08.016000,0 days 00:01:10.237827586,2
HAM,Mercedes,2.0,1.0,0 days 00:01:29.438000,0 days 00:01:31.195571428,2
VER,Red Bull Racing,4.0,2.0,0 days 00:01:28.952000,0 days 00:01:30.981656250,2
NOR,McLaren,3.0,3.0,0 days 00:01:29.262000,0 days 00:01:31.354117647,2
PIA,McLaren,5.0,4.0,0 days 00:01:28.748000,0 days 00:01:31.102228571,2
SAI,Ferrari,7.0,5.0,0 days 00:01:28.293000,0 days 00:01:31.499250,3
HUL,Haas F1 Team,6.0,6.0,0 days 00:01:29.836000,0 days 00:01:32.133764705,2
STR,Aston Martin,8.0,7.0,0 days 00:01:29.897000,0 days 00:01:32.081382352,2
ALO,Aston Martin,10.0,8.0,0 days 00:01:29.710000,0 days 00:01:32.104371428,2
ALB,Williams,9.0,9.0,0 days 00:01:29.718000,0 days 00:01:32.173942857,2
TSU,RB,13.0,10.0,0 days 00:01:30.229000,0 days 00:01:32.531914285,2
SAR,Williams,12.0,11.0,0 days 00:01:29.972000,0 days 00:01:32.641222222,2
MAG,Haas F1 Team,17.0,12.0,0 days 00:01:30.093000,0 days 00:01:32.629162162,2
RIC,RB,15.0,13.0,0 days 00:01:30.735000,0 days 00:01:33.072470588,2
LEC,Ferrari,11.0,14.0,0 days 00:01:29.748000,0 days 00:01:31.835400,3
BOT,Kick Sauber,16.0,15.0,0 days 00:01:31.277000,0 days 00:01:33.591352941,2
OCO,Alpine,18.0,16.0,0 days 00:01:30.875000,0 days 00:01:33.331555555,4
PER,Red Bull Racing,20.0,17.0,0 days 00:01:29.707000,0 days 00:01:32.258148148,4
ZHO,Kick Sauber,14.0,18.0,0 days 00:01:31.014000,0 days 00:01:33.042423076,4
RUS,Mercedes,1.0,19.0,0 days 00:01:31.298000,0 days 00:01:32.292391304,1
GAS,Alpine,19.0,20.0,,,0
PIA,McLaren,2.0,1.0,0 days 00:01:21.716000,0 days 00:01:23.501852941,2
NOR,McLaren,1.0,2.0,0 days 00:01:21.712000,0 days 00:01:23.492283582,2
HAM,Mercedes,5.0,3.0,0 days 00:01:22.153000,0 days 00:01:23.661104477,2
LEC,Ferrari,6.0,4.0,0 days 00:01:22.182000,0 days 00:01:23.695716417,2
VER,Red Bull Racing,3.0,5.0,0 days 00:01:20.908000,0 days 00:01:23.665369230,2
SAI,Ferrari,4.0,6.0,0 days 00:01:21.441000,0 days 00:01:23.625046153,2
PER,Red Bull Racing,16.0,7.0,0 days 00:01:21.096000,0 days 00:01:23.794553846,2
RUS,Mercedes,17.0,8.0,0 days 00:01:20.305000,0 days 00:01:23.666677966,2
TSU,RB,10.0,9.0,0 days 00:01:23.533000,0 days 00:01:24.743323529,1
STR,Aston Martin,8.0,10.0,0 days 00:01:22.338000,0 days 00:01:24.480940298,2
ALO,Aston Martin,7.0,11.0,0 days 00:01:23.063000,0 days 00:01:24.603761194,2
RIC,RB,9.0,12.0,0 days 00:01:22.640000,0 days 00:01:24.887469696,2
HUL,Haas F1 Team,11.0,13.0,0 days 00:01:23.461000,0 days 00:01:25.079090909,2
ALB,Williams,13.0,14.0,0 days 00:01:23.930000,0 days 00:01:25.145212121,2
MAG,Haas F1 Team,15.0,15.0,0 days 00:01:23.553000,0 days 00:01:25.187630769,2
BOT,Kick Sauber,12.0,16.0,0 days 00:01:22.792000,0 days 00:01:25.201215384,2
SAR,Williams,14.0,17.0,0 days 00:01:20.561000,0 days 00:01:24.765089285,3
OCO,Alpine,19.0,18.0,0 days 00:01:21.610000,0 days 00:01:24.964180327,3
ZHO,Kick Sauber,18.0,19.0,0 days 00:01:23.487000,0 days 00:01:25.474000,2
GAS,Alpine,20.0,20.0,0 days 00:01:23.340000,0 days 00:01:25.773741935,1
HAM,Mercedes,3.0,1.0,0 days 00:01:46.653000,0 days 00:01:48.223073170,2
PIA,McLaren,5.0,2.0,0 days 00:01:45.840000,0 days 00:01:48.129175,2
LEC,Ferrari,1.0,3.0,0 days 00:01:47.013000,0 days 00:01:48.594047619,2
VER,Red Bull Racing,11.0,4.0,0 days 00:01:46.128000,0 days 00:01:48.278750,2
NOR,McLaren,4.0,5.0,0 days 00:01:45.563000,0 days 00:01:48.380300,2
SAI,Ferrari,7.0,6.0,0 days 00:01:46.364000,0 days 00:01:48.715146341,2
PER,Red Bull Racing,2.0,7.0,0 days 00:01:44.701000,0 days 00:01:48.522864864,3
ALO,Aston Martin,8.0,8.0,0 days 00:01:48.051000,0 days 00:01:49.676976190,1
OCO,Alpine,9.0,9.0,0 days 00:01:46.957000,0 days 00:01:49.253275,2
RIC,RB,13.0,10.0,0 days 00:01:47.435000,0 days 00:01:49.240775,2
STR,Aston Martin,15.0,11.0,0 days 00:01:48.105000,0 days 00:01:49.901928571,1
ALB,Williams,10.0,12.0,0 days 00:01:47.996000,0 days 00:01:49.683414634,2
GAS,Alpine,12.0,13.0,0 days 00:01:47.418000,0 days 00:01:49.486875,2
MAG,Haas F1 Team,17.0,14.0,0 days 00:01:47.848000,0 days 00:01:49.965261904,1
BOT,Kick Sauber,14.0,15.0,0 days 00:01:47.019000,0 days 00:01:49.713200,2
TSU,RB,20.0,16.0,0 days 00:01:47.969000,0 days 00:01:50.021658536,1
SAR,Williams,18.0,17.0,0 days 00:01:47.490000,0 days 00:01:49.790538461,2
HUL,Haas F1 Team,16.0,18.0,0 days 00:01:48.954000,0 days 00:01:50.172317073,2
ZHO,Kick Sauber,19.0,19.0,0 days 00:01:52.099000,0 days 00:01:52.237500,0
RUS,Mercedes,6.0,20.0,0 days 00:01:47.113000,0 days 00:01:48.418756097,1
NOR,McLaren,1.0,1.0,0 days 00:01:13.817000,0 days 00:01:15.221014492,1
VER,Red Bull Racing,2.0,2.0,0 days 00:01:14.752000,0 days 00:01:15.687901408,1
LEC,Ferrari,6.0,3.0,0 days 00:01:14.585000,0 days 00:01:15.571739130,1
PIA,McLaren,3.0,4.0,0 days 00:01:14.237000,0 days 00:01:15.596420289,1
SAI,Ferrari,10.0,5.0,0 days 00:01:14.117000,0 days 00:01:15.617260869,1
PER,Red Bull Racing,5.0,6.0,0 days 00:01:14.587000,0 days 00:01:15.716086956,1
RUS,Mercedes,4.0,7.0,0 days 00:01:13.927000,0 days 00:01:15.591029411,2
HAM,Mercedes,14.0,8.0,0 days 00:01:13.878000,0 days 00:01:15.577647058,2
GAS,Alpine,9.0,9.0,0 days 00:01:14.855000,0 days 00:01:16.345602941,1
ALO,Aston Martin,7.0,10.0,0 days 00:01:14.758000,0 days 00:01:16.419750,1
HUL,Haas F1 Team,12.0,11.0,0 days 00:01:15.657000,0 days 00:01:16.496426470,1
RIC,RB,13.0,12.0,0 days 00:01:15.222000,0 days 00:01:16.486632352,1
STR,Aston Martin,8.0,13.0,0 days 00:01:15.255000,0 days 00:01:16.541573529,1
ALB,Williams,19.0,14.0,0 days 00:01:14.434000,0 days 00:01:16.464227272,2
OCO,Alpine,15.0,15.0,0 days 00:01:15.390000,0 days 00:01:16.874573529,1
SAR,Williams,18.0,16.0,0 days 00:01:15.539000,0 days 00:01:17.079352941,1
TSU,RB,11.0,17.0,0 days 00:01:15.552000,0 days 00:01:16.876447761,2
MAG,Haas F1 Team,20.0,18.0,0 days 00:01:14.954000,0 days 00:01:16.928151515,1
BOT,Kick Sauber,16.0,19.0,0 days 00:01:15.822000,0 days 00:01:17.073560606,2
ZHO,Kick Sauber,17.0,20.0,0 days 00:01:15.724000,0 days 00:01:17.414800,2
LEC,Ferrari,4.0,1.0,0 days 00:01:23.226000,0 days 00:01:24.032294117,1
PIA,McLaren,2.0,2.0,0 days 00:01:21.943000,0 days 00:01:23.625285714,2
NOR,McLaren,1.0,3.0,0 days 00:01:21.432000,0 days 00:01:23.607604166,2
SAI,Ferrari,5.0,4.0,0 days 00:01:23.219000,0 days 00:01:24.236080,1
HAM,Mercedes,6.0,5.0,0 days 00:01:21.512000,0 days 00:01:23.897270833,2
VER,Red Bull Racing,7.0,6.0,0 days 00:01:21.745000,0 days 00:01:24.124375,2
RUS,Mercedes,3.0,7.0,0 days 00:01:22.036000,0 days 00:01:23.983666666,2
PER,Red Bull Racing,8.0,8.0,0 days 00:01:22.971000,0 days 00:01:24.575857142,2
ALB,Williams,9.0,9.0,0 days 00:01:23.918000,0 days 00:01:25.174980,1
MAG,Haas F1 Team,13.0,10.0,0 days 00:01:23.437000,0 days 00:01:24.962640,1
ALO,Aston Martin,11.0,11.0,0 days 00:01:22.944000,0 days 00:01:24.740125,2
COL,Williams,18.0,12.0,0 days 00:01:23.728000,0 days 00:01:25.372160,1
RIC,RB,12.0,13.0,0 days 00:01:24.219000,0 days 00:01:25.238500,1
OCO,Alpine,15.0,14.0,0 days 00:01:24.343000,0 days 00:01:25.765040816,1
GAS,Alpine,14.0,15.0,0 days 00:01:23.755000,0 days 00:01:25.323936170,2
BOT,Kick Sauber,19.0,16.0,0 days 00:01:23.609000,0 days 00:01:26.024020408,1
HUL,Haas F1 Team,10.0,17.0,0 days 00:01:23.275000,0 days 00:01:25.057744680,2
ZHO,Kick Sauber,20.0,18.0,0 days 00:01:25.092000,0 days 00:01:26.181102040,1
STR,Aston Martin,17.0,19.0,0 days 00:01:22.232000,0 days 00:01:25.200500,3
TSU,RB,16.0,20.0,0 days 00:01:26.198000,0 days 00:01:27.218500,0
PIA,McLaren,2.0,1.0,0 days 00:01:47.060000,0 days 00:01:48.192244897,1
LEC,Ferrari,1.0,2.0,0 days 00:01:47.067000,0 days 00:01:48.322877551,1
RUS,Mercedes,5.0,3.0,0 days 00:01:46.628000,0 days 00:01:48.212173913,1
NOR,McLaren,15.0,4.0,0 days 00:01:45.255000,0 days 00:01:48.329255319,1
VER,Red Bull Racing,6.0,5.0,0 days 00:01:46.798000,0 days 00:01:48.426195652,2
ALO,Aston Martin,7.0,6.0,0 days 00:01:47.057000,0 days 00:01:48.916765957,1
ALB,Williams,9.0,7.0,0 days 00:01:46.947000,0 days 00:01:48.908340425,1
COL,Williams,8.0,8.0,0 days 00:01:47.274000,0 days 00:01:49.134000,1
HAM,Mercedes,19.0,9.0,0 days 00:01:47.236000,0 days 00:01:48.854434782,1
BEA,Haas F1 Team,10.0,10.0,0 days 00:01:47.048000,0 days 00:01:49.127829787,1
HUL,Haas F1 Team,12.0,11.0,0 days 00:01:47.691000,0 days 00:01:49.022127659,1
GAS,Alpine,18.0,12.0,0 days 00:01:48.018000,0 days 00:01:49.589562500,1
RIC,RB,14.0,13.0,0 days 00:01:48.380000,0 days 00:01:49.984645833,1
ZHO,Kick Sauber,17.0,14.0,0 days 00:01:47.644000,0 days 00:01:50.017276595,1
OCO,Alpine,20.0,15.0,0 days 00:01:48.831000,0 days 00:01:50.547312500,1
BOT,Kick Sauber,16.0,16.0,0 days 00:01:48.418000,0 days 00:01:50.094400,1
PER,Red Bull Racing,4.0,17.0,0 days 00:01:47.013000,0 days 00:01:48.256958333,1
SAI,Ferrari,3.0,18.0,0 days 00:01:46.866000,0 days 00:01:48.119361702,1
STR,Aston Martin,13.0,19.0,0 days 00:01:48.148000,0 days 00:01:49.610170731,2
TSU,RB,11.0,20.0,0 days 00:01:50.887000,0 days 00:01:51.985900,1
NOR,McLaren,1.0,1.0,0 days 00:01:34.925000,0 days 00:01:37.037491525,1
VER,Red Bull Racing,2.0,2.0,0 days 00:01:35.967000,0 days 00:01:37.444233333,1
PIA,McLaren,5.0,3.0,0 days 00:01:35.745000,0 days 00:01:37.714915254,1
RUS,Mercedes,4.0,4.0,0 days 00:01:37.047000,0 days 00:01:38.160783333,1
LEC,Ferrari,9.0,5.0,0 days 00:01:35.371000,0 days 00:01:38.028118644,1
HAM,Mercedes,3.0,6.0,0 days 00:01:37.393000,0 days 00:01:38.537483333,1
SAI,Ferrari,10.0,7.0,0 days 00:01:36.561000,0 days 00:01:38.560508474,1
ALO,Aston Martin,7.0,8.0,0 days 00:01:37.741000,0 days 00:01:38.614913793,1
HUL,Haas F1 Team,6.0,9.0,0 days 00:01:37.470000,0 days 00:01:38.617189655,1
PER,Red Bull Racing,13.0,10.0,0 days 00:01:37.477000,0 days 00:01:38.696396551,1
COL,Williams,12.0,11.0,0 days 00:01:37.262000,0 days 00:01:38.641913793,1
TSU,RB,8.0,12.0,0 days 00:01:36.393000,0 days 00:01:38.679275862,1
OCO,Alpine,15.0,13.0,0 days 00:01:37.964000,0 days 00:01:39.241017241,1
STR,Aston Martin,17.0,14.0,0 days 00:01:37.851000,0 days 00:01:39.281086206,1
ZHO,Kick Sauber,20.0,15.0,0 days 00:01:37.461000,0 days 00:01:39.440172413,1
BOT,Kick Sauber,19.0,16.0,0 days 00:01:37.524000,0 days 00:01:39.462500,1
GAS,Alpine,18.0,17.0,0 days 00:01:36.927000,0 days 00:01:39.409327586,1
RIC,RB,16.0,18.0,0 days 00:01:34.486000,0 days 00:01:38.829740,3
MAG,Haas F1 Team,14.0,19.0,0 days 00:01:34.754000,0 days 00:01:39.119000,2
ALB,Williams,11.0,20.0,0 days 00:01:36.888000,0 days 00:01:39.269272727,1
LEC,Ferrari,4.0,1.0,0 days 00:01:37.834000,0 days 00:01:38.985673076,1
SAI,Ferrari,3.0,2.0,0 days 00:01:37.763000,0 days 00:01:39.199461538,1
VER,Red Bull Racing,2.0,3.0,0 days 00:01:38.117000,0 days 00:01:39.374307692,1
NOR,McLaren,1.0,4.0,0 days 00:01:37.679000,0 days 00:01:39.318057692,1
PIA,McLaren,5.0,5.0,0 days 00:01:37.883000,0 days 00:01:39.477500,1
RUS,Mercedes,20.0,6.0,0 days 00:01:37.656000,0 days 00:01:39.912000,1
PER,Red Bull Racing,9.0,7.0,0 days 00:01:38.514000,0 days 00:01:40.090431372,1
HUL,Haas F1 Team,11.0,8.0,0 days 00:01:38.404000,0 days 00:01:40.114921568,1
LAW,RB,19.0,9.0,0 days 00:01:38.091000,0 days 00:01:40.299647058,1
COL,Williams,15.0,10.0,0 days 00:01:37.611000,0 days 00:01:40.322490196,1
MAG,Haas F1 Team,8.0,11.0,0 days 00:01:38.210000,0 days 00:01:40.242254901,2
GAS,Alpine,6.0,12.0,0 days 00:01:38.311000,0 days 00:01:40.585692307,1
ALO,Aston Martin,7.0,13.0,0 days 00:01:39.261000,0 days 00:01:40.926200,1
TSU,RB,10.0,14.0,0 days 00:01:39.193000,0 days 00:01:40.778100,1
STR,Aston Martin,13.0,15.0,0 days 00:01:39.214000,0 days 00:01:41.046081632,1
ALB,Williams,14.0,16.0,0 days 00:01:39.084000,0 days 00:01:41.202780,2
BOT,Kick Sauber,16.0,17.0,0 days 00:01:40.575000,0 days 00:01:41.521320,1
OCO,Alpine,12.0,18.0,0 days 00:01:37.330000,0 days 00:01:41.008562500,2
ZHO,Kick Sauber,18.0,19.0,0 days 00:01:39.272000,0 days 00:01:41.117395833,2
HAM,Mercedes,17.0,20.0,0 days 00:01:48.064000,0 days 00:01:48.064000,0
SAI,Ferrari,1.0,1.0,0 days 00:01:20.137000,0 days 00:01:21.144578125,1
NOR,McLaren,3.0,2.0,0 days 00:01:19.691000,0 days 00:01:21.128507936,1
LEC,Ferrari,4.0,3.0,0 days 00:01:18.336000,0 days 00:01:21.238754098,2
HAM,Mercedes,6.0,4.0,0 days 00:01:20.371000,0 days 00:01:21.700698412,1
RUS,Mercedes,5.0,5.0,0 days 00:01:20.731000,0 days 00:01:21.824421875,1
VER,Red Bull Racing,2.0,6.0,0 days 00:01:20.872000,0 days 00:01:21.740687500,1
